time,close
2018-06-25,7037000
2018-06-26,6872000
2018-06-27,6923000
2018-06-28,6654000
2018-06-29,6950000
2018-06-30,7147000
2018-07-01,7068000
2018-07-02,7252000
2018-07-03,7205000
2018-07-04,7268000
2018-07-05,7281000
2018-07-06,7486000
2018-07-07,7544000
2018-07-08,7494000
2018-07-09,7486000
2018-07-10,7143000
2018-07-11,7236000
2018-07-12,7101000
2018-07-13,7071000
2018-07-14,7119000
2018-07-15,7192000
2018-07-16,7475000
2018-07-17,8031000
2018-07-18,8300000
2018-07-19,8435000
2018-07-20,8351000
2018-07-21,8384000
2018-07-22,8324000
2018-07-23,8751000
2018-07-24,9222000
2018-07-25,9150000
2018-07-26,8935000
2018-07-27,9100000
2018-07-28,9210000
2018-07-29,9185000
2018-07-30,9224000
2018-07-31,8735000
2018-08-01,8685000
2018-08-02,8674000
2018-08-03,8474000
2018-08-04,8058000
2018-08-05,8080000
2018-08-06,7975000
2018-08-07,7750000
2018-08-08,7316000
2018-08-09,7546000
2018-08-10,7220000
2018-08-11,7313000
2018-08-12,7385000
2018-08-13,7389000
2018-08-14,7247000
2018-08-15,7323000
2018-08-16,7342000
2018-08-17,7501000
2018-08-18,7399000
2018-08-19,7440000
2018-08-20,7262000
2018-08-21,7408000
2018-08-22,7276000
2018-08-23,7445000
2018-08-24,7578000
2018-08-25,7605000
2018-08-26,7541000
2018-08-27,7700000
2018-08-28,7858000
2018-08-29,7825000
2018-08-30,7858000
2018-08-31,7870000
2018-09-01,8006000
2018-09-02,8111000
2018-09-03,8117000
2018-09-04,8288000
2018-09-05,7677000
2018-09-06,7502000
2018-09-07,7393000
2018-09-08,7203000
2018-09-09,7230000
2018-09-10,7256000
2018-09-11,7246000
2018-09-12,7251000
2018-09-13,7347000
2018-09-14,7352000
2018-09-15,7370000
2018-09-16,7343000
2018-09-17,7194000
2018-09-18,7233000
2018-09-19,7249000
2018-09-20,7294000
2018-09-21,7539000
2018-09-22,7521000
2018-09-23,7510000
2018-09-24,7431000
2018-09-25,7295000
2018-09-26,7310000
2018-09-27,7460000
2018-09-28,7425000
2018-09-29,7370000
2018-09-30,7417000
2018-10-01,7364000
2018-10-02,7371000
2018-10-03,7383000
2018-10-04,7469000
2018-10-05,7497000
2018-10-06,7499000
2018-10-07,7491000
2018-10-08,7540000
2018-10-09,7522000
2018-10-10,7467000
2018-10-11,7194000
2018-10-12,7197000
2018-10-13,7194000
2018-10-14,7197000
2018-10-15,7411000
2018-10-16,7372000
2018-10-17,7334000
2018-10-18,7336000
2018-10-19,7302000
2018-10-20,7310000
2018-10-21,7315000
2018-10-22,7298000
2018-10-23,7270000
2018-10-24,7285000
2018-10-25,7271000
2018-10-26,7275000
2018-10-27,7290000
2018-10-28,7259000
2018-10-29,7106000
2018-10-30,7142000
2018-10-31,7162000
2018-11-01,7178000
2018-11-02,7181000
2018-11-03,7148000
2018-11-04,7221000
2018-11-05,7199000
2018-11-06,7240000
2018-11-07,7310000
2018-11-08,7293000
2018-11-09,7249000
2018-11-10,7240000
2018-11-11,7264000
2018-11-12,7254000
2018-11-13,7245000
2018-11-14,6781000
2018-11-15,6527000
2018-11-16,6422000
2018-11-17,6402000
2018-11-18,6424000
2018-11-19,5603000
2018-11-20,5187000
2018-11-21,5278000
2018-11-22,4966000
2018-11-23,5013000
2018-11-24,4491000
2018-11-25,4613000
2018-11-26,4367000
2018-11-27,4376000
2018-11-28,4799000
2018-11-29,4845000
2018-11-30,4571000
2018-12-01,4725000
2018-12-02,4694000
2018-12-03,4386000
2018-12-04,4457000
2018-12-05,4263000
2018-12-06,3970000
2018-12-07,3867000
2018-12-08,3888000
2018-12-09,4016000
2018-12-10,3897000
2018-12-11,3821000
2018-12-12,3894000
2018-12-13,3722000
2018-12-14,3637000
2018-12-15,3626000
2018-12-16,3635000
2018-12-17,3927000
2018-12-18,4098000
2018-12-19,4121000
2018-12-20,4565000
2018-12-21,4326000
2018-12-22,4466000
2018-12-23,4431000
2018-12-24,4538000
2018-12-25,4245000
2018-12-26,4286000
2018-12-27,4127000
2018-12-28,4330000
2018-12-29,4190000
2018-12-30,4290000
2018-12-31,4200000
2019-01-01,4294000
2019-01-02,4352000
2019-01-03,4282000
2019-01-04,4309000
2019-01-05,4297000
2019-01-06,4526000
2019-01-07,4501000
2019-01-08,4488000
2019-01-09,4457000
2019-01-10,4089000
2019-01-11,4110000
2019-01-12,4094000
2019-01-13,3967000
2019-01-14,4095000
2019-01-15,4030000
2019-01-16,4054000
2019-01-17,4071000
2019-01-18,4051000
2019-01-19,4112000
2019-01-20,3982000
2019-01-21,3974000
2019-01-22,4013000
2019-01-23,3996000
2019-01-24,3978000
2019-01-25,3962000
2019-01-26,3969000
2019-01-27,3948000
2019-01-28,3830000
2019-01-29,3796000
2019-01-30,3807000
2019-01-31,3778000
2019-02-01,3818000
2019-02-02,3856000
2019-02-03,3826000
2019-02-04,3827000
2019-02-05,3837000
2019-02-06,3788000
2019-02-07,3787000
2019-02-08,4005000
2019-02-09,4000000
2019-02-10,4029000
2019-02-11,3989000
2019-02-12,3983000
2019-02-13,3985000
2019-02-14,3985000
2019-02-15,3990000
2019-02-16,4005000
2019-02-17,4042000
2019-02-18,4240000
2019-02-19,4255000
2019-02-20,4319000
2019-02-21,4333000
2019-02-22,4353000
2019-02-23,4478000
2019-02-24,4192000
2019-02-25,4255000
2019-02-26,4235000
2019-02-27,4256000
2019-02-28,4240000
2019-03-01,4253000
2019-03-02,4253000
2019-03-03,4234000
2019-03-04,4154000
2019-03-05,4244000
2019-03-06,4263000
2019-03-07,4290000
2019-03-08,4313000
2019-03-09,4358000
2019-03-10,4333000
2019-03-11,4335000
2019-03-12,4323000
2019-03-13,4325000
2019-03-14,4342000
2019-03-15,4360000
2019-03-16,4439000
2019-03-17,4425000
2019-03-18,4455000
2019-03-19,4486000
2019-03-20,4532000
2019-03-21,4496000
2019-03-22,4497000
2019-03-23,4514000
2019-03-24,4525000
2019-03-25,4481000
2019-03-26,4492000
2019-03-27,4547000
2019-03-28,4547000
2019-03-29,4638000
2019-03-30,4630000
2019-03-31,4650000
2019-04-01,4745000
2019-04-02,5515000
2019-04-03,5616000
2019-04-04,5561000
2019-04-05,5674000
2019-04-06,5749000
2019-04-07,5886000
2019-04-08,6072000
2019-04-09,5998000
2019-04-10,6168000
2019-04-11,5873000
2019-04-12,5910000
2019-04-13,5888000
2019-04-14,5956000
2019-04-15,5859000
2019-04-16,6040000
2019-04-17,6012000
2019-04-18,6069000
2019-04-19,6087000
2019-04-20,6150000
2019-04-21,6142000
2019-04-22,6235000
2019-04-23,6443000
2019-04-24,6419000
2019-04-25,6111000
2019-04-26,6138000
2019-04-27,6110000
2019-04-28,6130000
2019-04-29,6030000
2019-04-30,6124000
2019-05-01,6200000
2019-05-02,6329000
2019-05-03,6583000
2019-05-04,6713000
2019-05-05,6700000
2019-05-06,6619000
2019-05-07,6758000
2019-05-08,6951000
2019-05-09,7270000
2019-05-10,7500000
2019-05-11,8382000
2019-05-12,8174000
2019-05-13,9240000
2019-05-14,9536000
2019-05-15,9618000
2019-05-16,9452000
2019-05-17,8885000
2019-05-18,8800000
2019-05-19,9699000
2019-05-20,9580000
2019-05-21,9507000
2019-05-22,9289000
2019-05-23,9475000
2019-05-24,9559000
2019-05-25,9593000
2019-05-26,10299000
2019-05-27,10371000
2019-05-28,10332000
2019-05-29,10339000
2019-05-30,10146000
2019-05-31,10371000
2019-06-01,10328000
2019-06-02,10500000
2019-06-03,10000000
2019-06-04,9488000
2019-06-05,9571000
2019-06-06,9489000
2019-06-07,9745000
2019-06-08,9728000
2019-06-09,9429000
2019-06-10,9740000
2019-06-11,9588000
2019-06-12,9792000
2019-06-13,9936000
2019-06-14,10465000
2019-06-15,10537000
2019-06-16,10717000
2019-06-17,11068000
2019-06-18,10900000
2019-06-19,11063000
2019-06-20,11350000
2019-06-21,11991000
2019-06-22,12385000
2019-06-23,12687000
2019-06-24,12900000
2019-06-25,13983000
2019-06-26,15863000
2019-06-27,14006000
2019-06-28,15300000
2019-06-29,14568000
2019-06-30,13565000
2019-07-01,13013000
2019-07-02,13217000
2019-07-03,14422000
2019-07-04,13517000
2019-07-05,13346000
2019-07-06,13602000
2019-07-07,13649000
2019-07-08,14574000
2019-07-09,14940000
2019-07-10,14622000
2019-07-11,13787000
2019-07-12,14194000
2019-07-13,13808000
2019-07-14,12416000
2019-07-15,13189000
2019-07-16,11420000
2019-07-17,11643000
2019-07-18,12660000
2019-07-19,12534000
2019-07-20,12778000
2019-07-21,12582000
2019-07-22,12325000
2019-07-23,11793000
2019-07-24,11610000
2019-07-25,11740000
2019-07-26,11668000
2019-07-27,11307000
2019-07-28,11330000
2019-07-29,11287000
2019-07-30,11343000
2019-07-31,11962000
2019-08-01,12300000
2019-08-02,12586000
2019-08-03,12791000
2019-08-04,12969000
2019-08-05,14192000
2019-08-06,13787000
2019-08-07,14203000
2019-08-08,14253000
2019-08-09,14254000
2019-08-10,13691000
2019-08-11,13877000
2019-08-12,13701000
2019-08-13,13148000
2019-08-14,12210000
2019-08-15,12637000
2019-08-16,12572000
2019-08-17,12429000
2019-08-18,12676000
2019-08-19,13205000
2019-08-20,12956000
2019-08-21,12303000
2019-08-22,12225000
2019-08-23,12465000
2019-08-24,12199000
2019-08-25,12223000
2019-08-26,12428000
2019-08-27,12230000
2019-08-28,11791000
2019-08-29,11537000
2019-08-30,11662000
2019-08-31,11616000
2019-09-01,11780000
2019-09-02,12445000
2019-09-03,12720000
2019-09-04,12649000
2019-09-05,12647000
2019-09-06,12341000
2019-09-07,12473000
2019-09-08,12369000
2019-09-09,12272000
2019-09-10,12072000
2019-09-11,12173000
2019-09-12,12438000
2019-09-13,12315000
2019-09-14,12263000
2019-09-15,12178000
2019-09-16,12131000
2019-09-17,12062000
2019-09-18,12052000
2019-09-19,12187000
2019-09-20,12077000
2019-09-21,11887000
2019-09-22,11938000
2019-09-23,11537000
2019-09-24,10212000
2019-09-25,10144000
2019-09-26,9701000
2019-09-27,9833000
2019-09-28,9886000
2019-09-29,9676000
2019-09-30,9960000
2019-10-01,10002000
2019-10-02,10085000
2019-10-03,9938000
2019-10-04,9750000
2019-10-05,9733000
2019-10-06,9430000
2019-10-07,9747000
2019-10-08,9723000
2019-10-09,10189000
2019-10-10,10168000
2019-10-11,9823000
2019-10-12,9879000
2019-10-13,9811000
2019-10-14,9875000
2019-10-15,9710000
2019-10-16,9523000
2019-10-17,9563000
2019-10-18,9438000
2019-10-19,9443000
2019-10-20,9712000
2019-10-21,9663000
2019-10-22,9469000
2019-10-23,8835000
2019-10-24,8739000
2019-10-25,10050000
2019-10-26,10735000
2019-10-27,10987000
2019-10-28,10728000
2019-10-29,10888000
2019-10-30,10704000
2019-10-31,10702000
2019-11-01,10796000
2019-11-02,10847000
2019-11-03,10782000
2019-11-04,10851000
2019-11-05,10763000
2019-11-06,10749000
2019-11-07,10672000
2019-11-08,10210000
2019-11-09,10253000
2019-11-10,10498000
2019-11-11,10162000
2019-11-12,10259000
2019-11-13,10222000
2019-11-14,10074000
2019-11-15,9921000
2019-11-16,9929000
2019-11-17,9928000
2019-11-18,9590000
2019-11-19,9516000
2019-11-20,9481000
2019-11-21,9034000
2019-11-22,8659000
2019-11-23,8672000
2019-11-24,8204000
2019-11-25,8335000
2019-11-26,8401000
2019-11-27,8773000
2019-11-28,8720000
2019-11-29,9076000
2019-11-30,8887000
2019-12-01,8683000
2019-12-02,8599000
2019-12-03,8603000
2019-12-04,8519000
2019-12-05,8692000
2019-12-06,8810000
2019-12-07,8785000
2019-12-08,8801000
2019-12-09,8678000
2019-12-10,8533000
2019-12-11,8485000
2019-12-12,8434000
2019-12-13,8494000
2019-12-14,8272000
2019-12-15,8324000
2019-12-16,8053000
2019-12-17,7744000
2019-12-18,8472000
2019-12-19,8320000
2019-12-20,8337000
2019-12-21,8300000
2019-12-22,8684000
2019-12-23,8520000
2019-12-24,8452000
2019-12-25,8376000
2019-12-26,8367000
2019-12-27,8393000
2019-12-28,8425000
2019-12-29,8489000
2019-12-30,8341000
2019-12-31,8309000
2020-01-01,8305000
2020-01-02,8046000
2020-01-03,8475000
2020-01-04,8479000
2020-01-05,8460000
2020-01-06,8856000
2020-01-07,9391000
2020-01-08,9095000
2020-01-09,8946000
2020-01-10,9228000
2020-01-11,9062000
2020-01-12,9218000
2020-01-13,9170000
2020-01-14,9705000
2020-01-15,9729000
2020-01-16,9787000
2020-01-17,9993000
2020-01-18,10092000
2020-01-19,9905000
2020-01-20,9842000
2020-01-21,9965000
2020-01-22,9927000
2020-01-23,9753000
2020-01-24,9809000
2020-01-25,9735000
2020-01-26,9966000
2020-01-27,10131000
2020-01-28,10562000
2020-01-29,10675000
2020-01-30,10776000
2020-01-31,10781000
2020-02-01,10817000
2020-02-02,10765000
2020-02-03,10765000
2020-02-04,10645000
2020-02-05,11050000
2020-02-06,11271000
2020-02-07,11499000
2020-02-08,11579000
2020-02-09,11837000
2020-02-10,11527000
2020-02-11,11783000
2020-02-12,11805000
2020-02-13,11802000
2020-02-14,11864000
2020-02-15,11496000
2020-02-16,11650000
2020-02-17,11431000
2020-02-18,11835000
2020-02-19,11422000
2020-02-20,11527000
2020-02-21,11500000
2020-02-22,11483000
2020-02-23,11748000
2020-02-24,11625000
2020-02-25,11327000
2020-02-26,10727000
2020-02-27,10686000
2020-02-28,10558000
2020-02-29,10378000
2020-03-01,10358000
2020-03-02,10673000
2020-03-03,10508000
2020-03-04,10489000
2020-03-05,10786000
2020-03-06,10854000
2020-03-07,10690000
2020-03-08,9866000
2020-03-09,9729000
2020-03-10,9546000
2020-03-11,9514000
2020-03-12,6360000
2020-03-13,7267000
2020-03-14,6818000
2020-03-15,6902000
2020-03-16,6377000
2020-03-17,6770000
2020-03-18,6738000
2020-03-19,7673000
2020-03-20,7785000
2020-03-21,7744000
2020-03-22,7378000
2020-03-23,8049000
2020-03-24,8360000
2020-03-25,8270000
2020-03-26,8274000
2020-03-27,7885000
2020-03-28,7652000
2020-03-29,7219000
2020-03-30,7794000
2020-03-31,7795000
2020-04-01,8067000
2020-04-02,8175000
2020-04-03,8154000
2020-04-04,8249000
2020-04-05,8184000
2020-04-06,8797000
2020-04-07,8647000
2020-04-08,8828000
2020-04-09,8811000
2020-04-10,8414000
2020-04-11,8465000
2020-04-12,8468000
2020-04-13,8388000
2020-04-14,8378000
2020-04-15,8111000
2020-04-16,8560000
2020-04-17,8527000
2020-04-18,8714000
2020-04-19,8660000
2020-04-20,8385000
2020-04-21,8407000
2020-04-22,8642000
2020-04-23,9050000
2020-04-24,9101000
2020-04-25,9164000
2020-04-26,9364000
2020-04-27,9485000
2020-04-28,9413000
2020-04-29,10540000
2020-04-30,10470000
2020-05-01,10764000
2020-05-02,10881000
2020-05-03,10888000
2020-05-04,10845000
2020-05-05,10980000
2020-05-06,11272000
2020-05-07,12004000
2020-05-08,11878000
2020-05-09,11533000
2020-05-10,10690000
2020-05-11,10437000
2020-05-12,10683000
2020-05-13,11270000
2020-05-14,11787000
2020-05-15,11326000
2020-05-16,11318000
2020-05-17,11614000
2020-05-18,11686000
2020-05-19,11728000
2020-05-20,11516000
2020-05-21,11094000
2020-05-22,11122000
2020-05-23,11132000
2020-05-24,10655000
2020-05-25,10821000
2020-05-26,10737000
2020-05-27,11160000
2020-05-28,11570000
2020-05-29,11405000
2020-05-30,11579000
2020-05-31,11442000
2020-06-01,12073000
2020-06-02,11522000
2020-06-03,11650000
2020-06-04,11786000
2020-06-05,11602000
2020-06-06,11628000
2020-06-07,11680000
2020-06-08,11680000
2020-06-09,11686000
2020-06-10,11735000
2020-06-11,11086000
2020-06-12,11386000
2020-06-13,11393000
2020-06-14,11243000
2020-06-15,11335000
2020-06-16,11453000
2020-06-17,11426000
2020-06-18,11336000
2020-06-19,11280000
2020-06-20,11314000
2020-06-21,11236000
2020-06-22,11597000
2020-06-23,11495000
2020-06-24,11222000
2020-06-25,11139000
2020-06-26,11027000
2020-06-27,10908000
2020-06-28,10969000
2020-06-29,10970000
2020-06-30,10914000
2020-07-01,11043000
2020-07-02,10867000
2020-07-03,10834000
2020-07-04,10887000
2020-07-05,10825000
2020-07-06,11045000
2020-07-07,10971000
2020-07-08,11128000
2020-07-09,10950000
2020-07-10,11034000
2020-07-11,10968000
2020-07-12,11023000
2020-07-13,11000000
2020-07-14,11006000
2020-07-15,10975000
2020-07-16,10929000
2020-07-17,10927000
2020-07-18,10913000
2020-07-19,10937000
2020-07-20,10943000
2020-07-21,11120000
2020-07-22,11261000
2020-07-23,11330000
2020-07-24,11334000
2020-07-25,11470000
2020-07-26,11700000
2020-07-27,12918000
2020-07-28,12761000
2020-07-29,13116000
2020-07-30,13100000
2020-07-31,13408000
2020-08-01,13927000
2020-08-02,13034000
2020-08-03,13273000
2020-08-04,13310000
2020-08-05,13851000
2020-08-06,13862000
2020-08-07,13761000
2020-08-08,13875000
2020-08-09,13813000
2020-08-10,13999000
2020-08-11,13610000
2020-08-12,13681000
2020-08-13,13817000
2020-08-14,13830000
2020-08-15,13874000
2020-08-16,13889000
2020-08-17,14181000
2020-08-18,14004000
2020-08-19,13875000
2020-08-20,13944000
2020-08-21,13774000
2020-08-22,13841000
2020-08-23,13801000
2020-08-24,13853000
2020-08-25,13475000
2020-08-26,13538000
2020-08-27,13402000
2020-08-28,13521000
2020-08-29,13432000
2020-08-30,13655000
2020-08-31,13732000
2020-09-01,13965000
2020-09-02,13579000
2020-09-03,12295000
2020-09-04,12624000
2020-09-05,12368000
2020-09-06,12347000
2020-09-07,12366000
2020-09-08,12122000
2020-09-09,12160000
2020-09-10,12320000
2020-09-11,12335000
2020-09-12,12360000
2020-09-13,12371000
2020-09-14,12633000
2020-09-15,12802000
2020-09-16,12897000
2020-09-17,12786000
2020-09-18,12762000
2020-09-19,12919000
2020-09-20,12823000
2020-09-21,12271000
2020-09-22,12329000
2020-09-23,11949000
2020-09-24,12496000
2020-09-25,12441000
2020-09-26,12491000
2020-09-27,12500000
2020-09-28,12452000
2020-09-29,12598000
2020-09-30,12547000
2020-10-01,12435000
2020-10-02,12432000
2020-10-03,12385000
2020-10-04,12455000
2020-10-05,12529000
2020-10-06,12410000
2020-10-07,12410000
2020-10-08,12566000
2020-10-09,12624000
2020-10-10,12851000
2020-10-11,12925000
2020-10-12,13180000
2020-10-13,13109000
2020-10-14,13149000
2020-10-15,13220000
2020-10-16,13033000
2020-10-17,13060000
2020-10-18,13201000
2020-10-19,13398000
2020-10-20,13644000
2020-10-21,14408000
2020-10-22,14575000
2020-10-23,14565000
2020-10-24,14753000
2020-10-25,14688000
2020-10-26,14746000
2020-10-27,15291000
2020-10-28,15062000
2020-10-29,15202000
2020-10-30,15338000
2020-10-31,15620000
2020-11-01,15560000
2020-11-02,15399000
2020-11-03,15861000
2020-11-04,15962000
2020-11-05,17376000
2020-11-06,17385000
2020-11-07,16650000
2020-11-08,17295000
2020-11-09,17102000
2020-11-10,17015000
2020-11-11,17405000
2020-11-12,17969000
2020-11-13,17976000
2020-11-14,17792000
2020-11-15,17679000
2020-11-16,18264000
2020-11-17,19350000
2020-11-18,19713000
2020-11-19,19799000
2020-11-20,20636000
2020-11-21,20371000
2020-11-22,20292000
2020-11-23,20110000
2020-11-24,20949000
2020-11-25,20836000
2020-11-26,19242000
2020-11-27,19118000
2020-11-28,19469000
2020-11-29,20002000
2020-11-30,21302000
2020-12-01,20866000
2020-12-02,21083000
2020-12-03,21168000
2020-12-04,20534000
2020-12-05,20798000
2020-12-06,20969000
2020-12-07,20855000
2020-12-08,20025000
2020-12-09,20262000
2020-12-10,19925000
2020-12-11,19659000
2020-12-12,20573000
2020-12-13,20782000
2020-12-14,20941000
2020-12-15,21090000
2020-12-16,22907000
2020-12-17,24689000
2020-12-18,25150000
2020-12-19,26183000
2020-12-20,25893000
2020-12-21,25329000
2020-12-22,26777000
2020-12-23,26383000
2020-12-24,26476000
2020-12-25,27137000
2020-12-26,29394000
2020-12-27,29365000
2020-12-28,30198000
2020-12-29,30450000
2020-12-30,31886000
2020-12-31,32023000
2021-01-01,32326000
2021-01-02,35707000
2021-01-03,37528000
2021-01-04,36487000
2021-01-05,37965000
2021-01-06,40732000
2021-01-07,44598000
2021-01-08,47268000
2021-01-09,45603000
2021-01-10,43400000
2021-01-11,40362000
2021-01-12,38481000
2021-01-13,41428000
2021-01-14,42742000
2021-01-15,41011000
2021-01-16,40065000
2021-01-17,39562000
2021-01-18,40011000
2021-01-19,39420000
2021-01-20,39253000
2021-01-21,34401000
2021-01-22,36360000
2021-01-23,35495000
2021-01-24,35545000
2021-01-25,36021000
2021-01-26,35950000
2021-01-27,34315000
2021-01-28,36635000
2021-01-29,37494000
2021-01-30,36990000
2021-01-31,36354000
2021-02-01,36518000
2021-02-02,37903000
2021-02-03,39361000
2021-02-04,39808000
2021-02-05,40475000
2021-02-06,41713000
2021-02-07,42098000
2021-02-08,49131000
2021-02-09,48641000
2021-02-10,48580000
2021-02-11,51482000
2021-02-12,50820000
2021-02-13,50561000
2021-02-14,52665000
2021-02-15,52490000
2021-02-16,54748000
2021-02-17,57543000
2021-02-18,57774000
2021-02-19,63598000
2021-02-20,64167000
2021-02-21,65407000
2021-02-22,61712000
2021-02-23,55088000
2021-02-24,56522000
2021-02-25,53929000
2021-02-26,53591000
2021-02-27,53447000
2021-02-28,51798000
2021-03-01,56374000
2021-03-02,55989000
2021-03-03,57794000
2021-03-04,56325000
2021-03-05,56517000
2021-03-06,56100000
2021-03-07,58018000
2021-03-08,59798000
2021-03-09,62935000
2021-03-10,64206000
2021-03-11,66096000
2021-03-12,66455000
2021-03-13,70590000
2021-03-14,68567000
2021-03-15,64414000
2021-03-16,66007000
2021-03-17,68349000
2021-03-18,66940000
2021-03-19,67704000
2021-03-20,67473000
2021-03-21,67100000
2021-03-22,64453000
2021-03-23,65330000
2021-03-24,64688000
2021-03-25,63143000
2021-03-26,65601000
2021-03-27,66444000
2021-03-28,67034000
2021-03-29,68407000
2021-03-30,70470000
2021-03-31,71001000
2021-04-01,72265000
2021-04-02,73688000
2021-04-03,72075000
2021-04-04,73923000
2021-04-05,78320000
2021-04-06,77706000
2021-04-07,72980000
2021-04-08,75186000
2021-04-09,75655000
2021-04-10,78308000
2021-04-11,78518000
2021-04-12,77974000
2021-04-13,80676000
2021-04-14,80159000
2021-04-15,79424000
2021-04-16,79212000
2021-04-17,77994000
2021-04-18,75810000
2021-04-19,70949000
2021-04-20,70288000
2021-04-21,67878000
2021-04-22,59499000
2021-04-23,61308000
2021-04-24,60844000
2021-04-25,59700000
2021-04-26,64246000
2021-04-27,64771000
2021-04-28,64116000
2021-04-29,63741000
2021-04-30,68052000
2021-05-01,68906000
2021-05-02,68334000
2021-05-03,69829000
2021-05-04,66656000
2021-05-05,68610000
2021-05-06,68401000
2021-05-07,68605000
2021-05-08,71709000
2021-05-09,71309000
2021-05-10,70685000
2021-05-11,69552000
2021-05-12,61149000
2021-05-13,62876000
2021-05-14,61527000
2021-05-15,58217000
2021-05-16,57546000
2021-05-17,54063000
2021-05-18,53132000
2021-05-19,50239000
2021-05-20,51214000
2021-05-21,48930000
2021-05-22,47276000
2021-05-23,42551000
2021-05-24,47233000
2021-05-25,47011000
2021-05-26,47285000
2021-05-27,46523000
2021-05-28,43614000
2021-05-29,42660000
2021-05-30,43143000
2021-05-31,43661000
2021-06-01,43208000
2021-06-02,43710000
2021-06-03,45476000
2021-06-04,42945000
2021-06-05,41952000
2021-06-06,41773000
2021-06-07,38952000
2021-06-08,38530000
2021-06-09,43233000
2021-06-10,42770000
2021-06-11,43596000
2021-06-12,41384000
2021-06-13,44791000
2021-06-14,46548000
2021-06-15,46373000
2021-06-16,45234000
2021-06-17,44812000
2021-06-18,42560000
2021-06-19,42039000
2021-06-20,41858000
2021-06-21,37250000
2021-06-22,37826000
2021-06-23,39093000
2021-06-24,40171000
2021-06-25,37117000
2021-06-26,37690000
2021-06-27,39989000
2021-06-28,40001000
2021-06-29,41535000
2021-06-30,40685000
2021-07-01,39357000
2021-07-02,39413000
2021-07-03,40310000
2021-07-04,40931000
2021-07-05,39471000
2021-07-06,39840000
2021-07-07,39698000
2021-07-08,39009000
2021-07-09,39825000
2021-07-10,39591000
2021-07-11,40167000
2021-07-12,39135000
2021-07-13,38766000
2021-07-14,38585000
2021-07-15,37598000
2021-07-16,37126000
2021-07-17,37200000
2021-07-18,37620000
2021-07-19,36711000
2021-07-20,35256000
2021-07-21,38020000
2021-07-22,37910000
2021-07-23,39170000
2021-07-24,40134000
2021-07-25,41086000
2021-07-26,43075000
2021-07-27,45547000
2021-07-28,46344000
2021-07-29,45980000
2021-07-30,48560000
2021-07-31,48050000
2021-08-01,46225000
2021-08-02,45430000
2021-08-03,44859000
2021-08-04,45772000
2021-08-05,47132000
2021-08-06,49380000
2021-08-07,51046000
2021-08-08,50771000
2021-08-09,52963000
2021-08-10,52322000
2021-08-11,52526000
2021-08-12,52058000
2021-08-13,55300000
2021-08-14,54906000
2021-08-15,54634000
2021-08-16,53835000
2021-08-17,52567000
2021-08-18,52684000
2021-08-19,54945000
2021-08-20,57646000
2021-08-21,57500000
2021-08-22,57665000
2021-08-23,57723000
